EPAREGION	Site Name	State	County	NTL	PTL	MMI_WSABEST		
REGION__8	UPPER BIG HOLE RIVER	MONTANA	BEAVERHEAD	113	13	79.16749086		
REGION__8	LONE PINE CREEK	MONTANA	LEWIS AND CLARK	176	1	41.92015524		
REGION__8	JERRY CREEK	MONTANA	SILVER BOW	99	7	55.90267085		
REGION__8	MCHESSOR CREEK	MONTANA	MADISON	306	11	33.76419949		
REGION__8	HIGHWOOD CREEK	MONTANA	CHOUTEAU	115	18	86.87605507		
REGION__8	WILLOW CREEK	MONTANA	VALLEY	1060	534	19.46075286		
REGION__8	BROWNS CREEK	MONTANA	BEAVERHEAD	226	53	13.91882251		
REGION__8	TRIB TO PETERSON CREEK	MONTANA	POWELL	788	420	13.44283131		
REGION__8	JACKSON CREEK	MONTANA	PARK	138	4	57.09468361		
REGION__8	TWELVE MILE CREEK	MONTANA	YELLOWSTONE	616	107	40.89175088		
REGION__8	TRIB TO DUNKLEBERG	MONTANA	GRANITE	203	18	15.56277948		
REGION__8	BRACKET CREEK	MONTANA	GALLATIN	163	19	45.73909456		
REGION__8	UNNAMED	MONTANA	GLACIER	83	3	41.13925827		
REGION__8	SQUAW CREEK	MONTANA	CASCADE	174	18	94.25437485		
REGION__8	UNKNOWN	MONTANA	MADISON	78	4	48.46289925		
REGION__8	PEMBINA RIVER NEAR WALHALLA	NORTH DAKOTA	CAVALIER	954	228	34.3194488		
REGION__8	GOOSE RIVER AT CALEDONIA	NORTH DAKOTA	TRAILL	1994	326	56.39333774		
REGION__8	CEDAR CREEK NEAR WATAUGA	NORTH DAKOTA	GRANT	948	17	58.52803631		
REGION__8	"HEART RIVER BELOW LAKE TSCHIDA, ND"	NORTH DAKOTA	GRANT	814	30	49.73204684		
REGION__8	"LITTLE MISSOURI RIVER AT MEDORA, ND"	NORTH DAKOTA	BILLINGS	3500	5418	24.26907406		
REGION__8	"CANNONBALL RIVER NEAR NEW LEIPZIG, ND"	NORTH DAKOTA	GRANT	926	34	62.15252491		
REGION__8	"SQUARE BUTTE CREEK NEAR HANNOVER, ND"	NORTH DAKOTA	OLIVER	1128	214	25.08482547		
REGION__8	HEART RIVER NEAR FLASHER	NORTH DAKOTA	MORTON	976	65	61.09126796		
REGION__8	"SPRING CREEK NEAR BEULAH, ND"	NORTH DAKOTA	MERCER	569	18	20.30431644		
REGION__8	"PARK RIVER NEAR HOOPLE, ND"	NORTH DAKOTA	WALSH	5133	1485	5.346862406		
REGION__8	SPRING CREEK	NORTH DAKOTA	DUNN	809	154	66.28591184		
REGION__8	"FOREST RIVER NEAR FOREST RIVER, ND"	NORTH DAKOTA	WALSH	1250	112	34.34537381		
REGION__8	WILLOW CREEK	NORTH DAKOTA	ROLETTE	1701	144	36.61488085		
REGION__8	"CANNONBALL RIVER AT NEW ENGLAND, ND"	NORTH DAKOTA	HETTINGER	1723	169	47.42001158		
REGION__8	WILD RICE RIVER	NORTH DAKOTA	SARGENT	2215	390	47.67792967		
REGION__8	GOOSE RIVER NORTH BRANCH	NORTH DAKOTA	TRAILL	1645	214	23.68096006		
REGION__8	"HEART RIVER NEAR RICHARDTON, ND"	NORTH DAKOTA	STARK	1089	129	56.07717181		
REGION__8	CEDAR CREEK	NORTH DAKOTA	SIOUX	870	60	52.12642013		
REGION__8	DESLACS RIVER	NORTH DAKOTA	WARD	2420	455	3.528534583		
REGION__8	MIDDLE BRANCH PARK RIVER	NORTH DAKOTA	WALSH	1014	264	15.51948581		
REGION__8	WILLOW CREEK	NORTH DAKOTA	ROLETTE	1575	87	31.1866768		
REGION__8	LITTLE MISSOURI RIVER	NORTH DAKOTA	BILLINGS	533	171	24.30480318		
REGION__8	BEAVER CREEK NEAR LINTON	NORTH DAKOTA	EMMONS	972	205	74.62692681		
REGION__8	PEMBINA RIVER NEAR WALHALLA	NORTH DAKOTA	PEMBINA	558	96	28.56050329		
REGION__8	SPRING CREEK NEAR KILLDEER	NORTH DAKOTA	DUNN	772	143	39.37489498		
REGION__8	FOREST RIVER NEAR INKSTER	NORTH DAKOTA	GRAND FORKS	671	48	35.18269276		
REGION__8	JAMES RIVER NEAR FESSENDEN	NORTH DAKOTA	WELLS	3410	618	32.61081448		
REGION__8	SOURIS RIVER NEAR TOWNER	NORTH DAKOTA	MCHENRY	1425	232	25.49288315		
REGION__8	SOURIS RIVER NEAR VELVA	NORTH DAKOTA	MCHENRY	1600	937	9.803626934		
REGION__8	MAPLE RIVER BELOW LYNCHBURG	NORTH DAKOTA	CASS	1559	229	29.33364706		
REGION__8	GREEN RIVER NEAR NEW HRADEC	NORTH DAKOTA	DUNN	914	100	53.79263973		
REGION__8	JAMES RIVER NEAR NEW ROCKFORD	NORTH DAKOTA	EDDY	2261	181	31.96596749		
REGION__8	"GOOSE RIVER, MIDDLE BRANCH NEAR PORTLAND"	NORTH DAKOTA	STEELE	1128	165	41.01377107		
REGION__8	SPRING CREEK NR BOWMAN	NORTH DAKOTA	BOWMAN	3823	2587	20.34792905		
REGION__8	THIRTY MILE CREEK NEAR MOTT	NORTH DAKOTA	HETTINGER	1120	45	31.31949764		
REGION__8	"CANNONBALL RIVER NEAR SOLEN, ND"	NORTH DAKOTA	SIOUX	812	75	72.16856455		
REGION__8	"CEDAR CREEK NEAR LEMMON, SD"	NORTH DAKOTA	ADAMS	1014	20	45.5931479		
REGION__8	DEEP CREEK NEAR AMIDON	NORTH DAKOTA	SLOPE	1089	35	32.87004715		
REGION__8	GOOSE RIVER NEAR MAYVILLE	NORTH DAKOTA	TRAILL	1668	148	25.59787327		
REGION__8	WHITE EARTH RIVER BELOW HIGHWAY 1804	NORTH DAKOTA	MOUNTRAIL	1713	254	39.98381976		
REGION__8	SPRING CREEK NEAR REGENT	NORTH DAKOTA	HETTINGER	1949	145	31.5815035		
REGION__8	SQUARE BUTTE CREEK NEAR CENTER	NORTH DAKOTA	OLIVER	864	52	41.82423624		
REGION__8	TONGUE RIVER BL OLGA	NORTH DAKOTA	CAVALIER	725	181	17.57093572		
REGION__8	WILD RICE RIVER NR GALCHUTT	NORTH DAKOTA	RICHLAND	1965	390	49.44090385		
REGION__8	MEDICINE ROOT CREEK	SOUTH DAKOTA	SHANNON	1468	395	85.70178564		
REGION__8	WHITE WOOD CREEK	SOUTH DAKOTA	LAWRENCE	209	20	13.27653203		
REGION__8	HIGH BANK CREEK	SOUTH DAKOTA	CORSON	771	138	49.60053122		
REGION__8	COBB CREEK	SOUTH DAKOTA	DEUEL	3475	27	21.82616859		
REGION__8	WOLF CREEK	SOUTH DAKOTA	MCCOOK	1958	398	6.628503095		
REGION__8	SAND CREEK	SOUTH DAKOTA	TRIPP	920	101	26.9944547		
REGION__8	WHITE THUNDER CREEK	SOUTH DAKOTA	MELLETTE	964	56	19.25118757		
REGION__8	HAY CREEK	SOUTH DAKOTA	BUTTE	718	84	49.85751823		
REGION__8	MOREAU RIVER	SOUTH DAKOTA	ZIEBACH	956	95	13.91275		
REGION__8	PLATTE CREEK	SOUTH DAKOTA	CHARLES MIX	15625	2244	9.283651069		
REGION__8	EAGLE NEST CREEK	SOUTH DAKOTA	JACKSON	525	127	59.79117785		
REGION__8	LONE TREE CREEK	SOUTH DAKOTA	PERKINS	1135	46	34.63563141		
REGION__8	SPRING CREEK	SOUTH DAKOTA	CAMPBELL	3070	982	20.57224667		
REGION__8	BULL CREEK	SOUTH DAKOTA	TODD	1166	150	34.07874584		
REGION__8	PORCUPINE CREEK	SOUTH DAKOTA	SHANNON	1613	430	22.95618045		
REGION__8	EAGLE NEST CREEK	SOUTH DAKOTA	JACKSON	779	95	51.68703667		
REGION__8	ANTELOPE CREEK	SOUTH DAKOTA	PERKINS	1609	371	44.21382367		
REGION__8	GRAND RIVER	SOUTH DAKOTA	CORSON	947	195	70.74252078		
REGION__8	ARTICHOKE CREEK	SOUTH DAKOTA	POTTER	1016	55	25.69793543		
REGION__8	TURKEY RIDGE CREEK	SOUTH DAKOTA	TURNER	2728	291	20.66221296		
REGION__8	SPRING CREEK	SOUTH DAKOTA	PENNINGTON	443	21	40.26619203		
REGION__8	BEAR IN THE LODGE	SOUTH DAKOTA	JACKSON	1735	462	67.79509818		
REGION__8	STINK CREEK	SOUTH DAKOTA	CORSON	444	52	35.68191538		
REGION__8	NO NAME CREEK	SOUTH DAKOTA	ROBERTS	1748	110	30.83835336		
REGION__8	PONCA CREEK	SOUTH DAKOTA	GREGORY	1186	90	25.53108028		
REGION__8	BELLE FOURCHE RIVER	SOUTH DAKOTA	BUTTE	581	425	18.19989892		
REGION__8	WHITE RIVER	SOUTH DAKOTA	SHANNON	783	240	68.679457		
REGION__8	ELK CREEK	SOUTH DAKOTA	LAWRENCE	144	26	38.9378089		
REGION__8	LOUSE CREEK	SOUTH DAKOTA	CORSON	1034	190	19.68572119		
REGION__8	DUPREE CREEK	SOUTH DAKOTA	ZIEBACH	1273	54	21.41129694		
REGION__8	SPRING CREEK	SOUTH DAKOTA	PENNINGTON	251	14	36.93728384		
REGION__8	ELK CREEK	SOUTH DAKOTA	MEADE	246	16	72.2114083		
REGION__8	SOUTH FORK GRAND RIVER	SOUTH DAKOTA	HARDING	719	333	24.33742417		
REGION__8	SMITH CREEK	SOUTH DAKOTA	BRULE	1021	278	21.82554482		
REGION__8	MUD CREEK	SOUTH DAKOTA	BROWN	3295	656	40.9002966		
REGION__8	TURKEY RIDGE CREEK	SOUTH DAKOTA	TURNER	1308	328	8.430003113		
REGION__8	ALKALI CREEK	SOUTH DAKOTA	MEADE	353	34	42.82579119		
REGION__8	THUNDER BUTTE CREEK	SOUTH DAKOTA	ZIEBACH	1289	35	44.59819668		
REGION__8	SOUTH FORK WHETSTONE CREEK	SOUTH DAKOTA	GREGORY	453	47	64.85563019		
REGION__8	WHITE RIVER	SOUTH DAKOTA	SHANNON	556	51	59.44141246		
REGION__8	BEAR BUTTE CREEK	SOUTH DAKOTA	MEADE	654	66	63.7813191		
REGION__8	UNNAMED CREEK	SOUTH DAKOTA	CORSON	1810	751	35.13563915		
REGION__8	BIG CREEK	SOUTH DAKOTA	LYMAN	134	7	11.70406473		
REGION__8	PONCA CREEK	SOUTH DAKOTA	GREGORY	2028	561	35.93962733		
REGION__8	SPRING CREEK	SOUTH DAKOTA	PENNINGTON	268	14	40.53745886		
REGION__8	WHITE RIVER	SOUTH DAKOTA	SHANNON	750	1091	43.52136117		
REGION__8	MOREAU RIVER NORTH FORK	SOUTH DAKOTA	HARDING	693	90	54.36685566		
REGION__8	MOREAU RIVER	SOUTH DAKOTA	PERKINS	1139	151	63.92712824		
REGION__8	BAD RIVER	SOUTH DAKOTA	JONES	1831	62	19.68264992		
REGION__8	PIPESTONE CREEK	SOUTH DAKOTA	MOODY	901	148	56.1362236		
REGION__8	HAT CREEK	SOUTH DAKOTA	FALL RIVER	866	113	27.38415873		
REGION__8	SPRING CREEK	SOUTH DAKOTA	TODD	613	86	22.84898942		
REGION__8	GRAND RIVER	SOUTH DAKOTA	CORSON	803	48	42.5865666		
REGION__8	BEAVER CREEK	SOUTH DAKOTA	YANKTON	9481	964	2.861099908		
REGION__8	LITTLE WHITE RIVER	SOUTH DAKOTA	MELLETTE	799	256	50.26005912		
REGION__8	MOREAU RIVER	SOUTH DAKOTA	PERKINS	1503	201	23.45666452		
REGION__8	CHEYENNE RIVER NEAR GOGEMONT	SOUTH DAKOTA	FALL RIVER	734	22	16.28843958		
REGION__8	LITTLE WHITE RIVER	SOUTH DAKOTA	TODD	1041	232	65.07680714		
REGION__8	ELK CREEK	SOUTH DAKOTA	MEADE	415	55	48.50729033		
REGION__8	WHITE SHIRT CREEK	SOUTH DAKOTA	CORSON	949	37	12.57445286		
REGION__8	BURNT FORK	UTAH	SUMMIT	274	11	72.83153607		
REGION__8	PANGUITCH CREEK	UTAH	GARFIELD	1055	64	54.20500574		
REGION__8	UINTA RIVER	UTAH	DUCHESNE	225	2	61.83507724		
REGION__8	WEBER RIVER	UTAH	MORGAN	579	19	23.55937106		
REGION__8	EAST FORK SMITHS FORK	UTAH	SUMMIT	146	3	65.52113348		
REGION__8	SPRING CREEK	UTAH	SANPETE	316	23	14.79384023		
REGION__8	HILL CREEK	UTAH	GRAND	131	13	68.84619296		
REGION__8	COTTONWOOD CREEK	UTAH	GARFIELD	185	139	31.79412297		
REGION__8	MIDDLE FORK WEBER RIVER	UTAH	SUMMIT	140	3	62.9072185		
REGION__8	PARADISE CREEK	UTAH	UINTAH	286	9	37.11780099		
REGION__8	INDIAN CANYON	UTAH	DUCHESNE	1383	105	25.57464773		
REGION__8	FRANCIS CANYON	UTAH	MORGAN	433	113	26.28318277		
REGION__8	ESCALANTE RIVER	UTAH	KANE	219	66	46.64643503		
REGION__8	EAST FORK VIRGIN RIVER	UTAH	KANE	103	4	50.51206316		
REGION__8	DUCHESNE RIVER	UTAH	DUCHESNE	249	1	63.96111533		
REGION__8	SEVIER RIVER	UTAH	SANPETE	6381	28	32.28358891		
REGION__8	NORTH FORK GORDON CREEK	UTAH	CARBON	541	70	55.75842666		
REGION__8	LOGAN RIVER	UTAH	CACHE	129	4	67.35761128		
REGION__8	LITTLE PINTO CREEK	UTAH	IRON	191	73	27.933072		
REGION__8	SANTA CLARA RIVER	UTAH	WASHINGTON	293	119	30.12176865		
REGION__8	SLATE CREEK	UTAH	SUMMIT	91	2	52.21596485		
REGION__8	NORTH FORK ASHLEY CREEK	UTAH	UINTAH	181	9	59.55275762		
REGION__8	CITY CREEK	UTAH	SALT LAKE	391	25	34.68392973		
REGION__8	BIG BEAR CREEK	UTAH	SANPETE	605	5	64.75525515		
REGION__8	GORGE CREEK	UTAH	UINTAH	313	76	16.08683037		
REGION__8	MILL CREEK	UTAH	GRAND	179	4	61.1380369		
REGION__8	EAST WILLOW CREEK	UTAH	GRAND	915	203	25.70063554		
REGION__8	FREMONT RIVER	UTAH	SEVIER	459	84	51.46745108		
REGION__8	SAN RAFAEL RIVER	UTAH	EMERY	679	94	37.90778603		
REGION__8	SEVIER RIVER	UTAH	SEVIER	2784	1707	4.649060818		
REGION__8	EAST CANYON CREEK	UTAH	MORGAN	504	97	31.23572852		
REGION__8	HUNTINGTON CREEK	UTAH	EMERY	456	8	59.69831297		
REGION__8	SEVIER RIVER	UTAH	PIUTE	2251	593	4.266000041		
REGION__8	UNNAMED	UTAH	WEBER	1478	1965	24.04805334		
REGION__8	SANTA CLARA RIVER	UTAH	WASHINGTON	811	26	37.12469935		
REGION__8	YELLOW CREEK	UTAH	SUMMIT	505	103	31.17855124		
REGION__8	NEBO CREEK	UTAH	UTAH	123	2	40.32759337		
REGION__8	THREE MILE CREEK	UTAH	GARFIELD	124	97	15.5820901		
REGION__8	DEEP CREEK	UTAH	WASHINGTON	165	17	30.10521056		
REGION__8	U M CREEK RIGHT FORK	UTAH	SEVIER	249	53	26.03155925		
REGION__8	INDIAN FARM CREEK	UTAH	JUAB	165	10	75.20765511		
REGION__8	UINTA RIVER	UTAH	DUCHESNE	383	2	68.11833428		
REGION__8	JORDAN RIVER	UTAH	SALT LAKE	1794	88	23.57705506		
REGION__8	PLEASANT CREEK	UTAH	WAYNE	963	191	39.50376715		
REGION__8	SOUTH FORK JUNCTION CREEK	UTAH	BOX ELDER	648	15	55.33201354		
REGION__8	UNNAMED TRIB. TO RUTH CREEK	WYOMING	PARK	115	50	41.41359457		
REGION__8	ALICE CREEK	WYOMING	LINCOLN	228	74	17.94898361		
REGION__8	NORTH FORK PAINT ROCK CREEK	WYOMING	BIG HORN	135	4	30.315981		
REGION__8	CURRANT CREEK	WYOMING	SWEETWATER	173	20	56.98839114		
REGION__8	ELKHORN CREEK	WYOMING	NATRONA	270	65	33.30918331		
REGION__8	SHEEP CREEK	WYOMING	LINCOLN	184	4	34.17679531		
REGION__8	SOUTH FORK SAGE CREEK	WYOMING	CARBON	238	14	77.80683193		
REGION__8	LITTLE MUDDY CREEK	WYOMING	LINCOLN	125	3	53.63478586		
REGION__8	SALT CREEK	WYOMING	JOHNSON	319	48	18.25932467		
REGION__8	COTTONWOOD CREEK	WYOMING	WASHAKIE	390	25	16.09347858		
REGION__8	BIG CREEK	WYOMING	PARK	65	73	61.19109942		
REGION__8	HONDO CREEK	WYOMING	JOHNSON	424	98	18.59526483		
REGION__8	POWDER RIVER	WYOMING	SHERIDAN	569	14	32.92918933		
REGION__8	BLACKTAIL DEER CREEK	WYOMING	PARK	174	32	65.77936543		
REGION__8	TROUT CREEK	WYOMING	FREMONT	721	81	51.36361006		
REGION__8	CROW CREEK	WYOMING	PARK	39	19	56.43956844		
REGION__8	MEETEETSE CREEK	WYOMING	PARK	180	18	54.47530945		
REGION__8	MAVERICK SPRING DRAW	WYOMING	FREMONT	115	3	47.60536772		
REGION__8	TROUT CREEK	WYOMING	PARK	131	22	65.69468487		
REGION__8	LA BARGE CREEK	WYOMING	SUBLETTE	66	5	52.48014985		
REGION__8	WOLF CREEK	WYOMING	SHERIDAN	98	3	51.48541531		
REGION__8	NORTH LEIGH CREEK	WYOMING	TETON	76	2	56.72352174		
REGION__8	SAGE CREEK	WYOMING	FREMONT	148	5	65.68339222		
REGION__8	NOWOOD RIVER	WYOMING	WASHAKIE	353	4	60.64350069		
REGION__8	UNNAMED (BIG GULCH)	WYOMING	CARBON	296	25	61.26801706		
REGION__8	MUD SPRINGS DRAW	WYOMING	NATRONA	361	21	43.23039162		
REGION__8	GREY'S RIVER	WYOMING	LINCOLN	50	3	52.1631633		
REGION__8	LITTLE GREYS RIVER	WYOMING	LINCOLN	78	11	32.0494542		
REGION__8	UNNAMED TRIB TO TIMBER CREEK	WYOMING	PARK	38	72	54.10597519		
REGION__8	GAYLORD CREEK	WYOMING	FREMONT	343	41	21.02082357		
REGION__8	CHERRY CREEK	WYOMING	WASHAKIE	119	32	30.78926009		
REGION__8	BRODENBACK CREEK	WYOMING	WASHAKIE	531	23	39.0134294		
REGION__8	WAREHOUSE CREEK	WYOMING	PARK	95	36	68.99930406		
REGION__8	BARGEE CREEK	WYOMING	FREMONT	691	83	23.57948375		
REGION__8	POISON CREEK	WYOMING	JOHNSON	296	79	51.60989788		
REGION__8	DONKEY CREEK	WYOMING	CAMPBELL	18775	2549	28.2760152		
REGION__8	SOUTH FORK SHOSHONE RIVER	WYOMING	PARK	109	20	85.46579701		
REGION__8	UNNAMED	WYOMING	PARK	125	32	30.61305304		
REGION__8	LITTLE GRASS CREEK	WYOMING	HOT SPRINGS	149	16	60.8318257		
REGION__8	TWIN CREEK	WYOMING	FREMONT	209	7	64.89846214		
REGION__8	BENNETT CREEK	WYOMING	PARK	115	3	48.37611706		
REGION__8	CANYON CREEK	WYOMING	SWEETWATER	121	10	61.81015449		
REGION__8	MINERS CANYON	WYOMING	CARBON	141	7	64.58011965		
REGION__8	WATER CANYON CREEK	WYOMING	LINCOLN	113	89	18.16601357		
REGION__8	HOBACK RIVER	WYOMING	SUBLETTE	79	2	30.57425325		
REGION__8	SOUTH FORK GYPSUM CREEK	WYOMING	SUBLETTE	181	9	46.93425522		
REGION__8	REDWATER CREEK	WYOMING	CROOK	1735	6	12.12468374		
REGION__8	SPRING CREEK	WYOMING	ALBANY	395	5	9.427146182		
REGION__8	HAMS FORK GREEN RIVER	WYOMING	LINCOLN	182	30	65.08240931		
REGION__8	DRY CREEK	WYOMING	FREMONT	137	3	52.45359101		
REGION__8	MIDDLE FORK BOULDER CREEK	WYOMING	SUBLETTE	131	3	63.04140902		
REGION__8	CROOKED CREEK	WYOMING	BIG HORN	351	26	43.20834442		
REGION__8	BEAR CREEK	WYOMING	ALBANY	401	56	13.90713751		
REGION__8	COTTONWOOD CREEK	WYOMING	ALBANY	419	143	27.17532289		
REGION__8	SOUTH FORK SPREAD CREEK	WYOMING	TETON	158	14	16.35453988		
REGION__8	BLACKTAIL CREEK	WYOMING	CROOK	338	29	64.99509726		
REGION__8	MIDDLE FORK POPO AGIE RIVER	WYOMING	FREMONT	104	1	67.51426148		
REGION__8	WILLOW CREEK	WYOMING	NATRONA	189	75	43.79266192		
REGION__8	BELLE FOURCHE RIVER	WYOMING	CAMPBELL	1494	191	16.72567232		
REGION__8	ENCAMPMENT RIVER	WYOMING	CARBON	109	3	59.33339827		
REGION__8	WAGONHOUND CREEK	WYOMING	CARBON	305	16	55.46090822		
REGION__8	LEEDS CREEK	WYOMING	FREMONT	125	26	57.25886928		
REGION__8	EAST FORK SMITHS FORK	WYOMING	UINTA	229	9	45.57828733		
REGION__8	NNT TO VENUS CREEK	WYOMING	PARK	476	63	28.16402628		
REGION__8	HORSE CREEK	WYOMING	SUBLETTE	198	8	80.90574455		
REGION__8	SOUTH FORK OTTER CREEK	WYOMING	WASHAKIE	679	35	62.71152802		
REGION__8	DUCK CREEK	WYOMING	ALBANY	258	136	41.48914572		
REGION__8	DEER CREEK	WYOMING	GOSHEN	425	92	28.84156896		
REGION__8	CUB CREEK	WYOMING	PARK	68	12	55.38697602		
REGION__8	LITTLE MITCHELL SLOUGH	WYOMING	SUBLETTE	856	39	13.97744462		
REGION__9	GILA RIVER	ARIZONA	GREENLEE	930	15	53.64267493		
REGION__9	LITTLE COLORADO RIVER	ARIZONA	NAVAJO	310	19	24.99238501		
REGION__9	WEST CLEAR CREEK	ARIZONA	YAVAPAI	166	42	44.13895702		
REGION__9	BLACK RIVER	ARIZONA	APACHE	324	92	27.15364347		
REGION__9	COON CREEK	ARIZONA	GILA	371	14	8.42529927		
REGION__9	SANTA MARIA RIVER	ARIZONA	YAVAPAI	174	58	34.52367067		
REGION__9	KP CREEK	ARIZONA	GREENLEE	66	37	53.34096029		
REGION__9	BRIGHT ANGEL CANYON	ARIZONA	COCONINO	64	5	58.47416606		
REGION__9	CANYON CREEK	ARIZONA	COCONINO	61	33	51.92887243		
REGION__9	BLUE RIVER	ARIZONA	GREENLEE	174	61	46.78245665		
REGION__9	CONKLIN CREEK	ARIZONA	GREENLEE	363	109	40.40822973		
REGION__9	VERDE RIVER	ARIZONA	YAVAPAI	684	203	40.2715661		
REGION__9	TONTO CREEK	ARIZONA	GILA	265	45	27.77315803		
REGION__9	CAMPBELL BLUE CREEK	ARIZONA	GREENLEE	91	92	12.59805476		
REGION__9	NUTRIOSO CREEK	ARIZONA	APACHE	285	161	16.34907813		
REGION__9	SILVER CREEK	ARIZONA	NAVAJO	155	62	2.380952381		
REGION__9	BURRO CREEK	ARIZONA	MOHAVE	410	17	25.81713225		
REGION__9	NAZLINI CREEK	ARIZONA	APACHE	110	2	30.7542866		
REGION__9	TSAILE CREEK	ARIZONA	APACHE	210	72	46.18226619		
REGION__9	BLUE RIVER	ARIZONA	GREENLEE	133	40	30.8995535		
REGION__9	CENTERFIRE CREEK	ARIZONA	APACHE	55	39	19.12937668		
REGION__9	BONITO CREEK	ARIZONA	APACHE	494	69	7.856200113		
REGION__9	VIRGIN RIVER	ARIZONA	MOHAVE	392	32	37.199415		
REGION__9	BEAVER CREEK	ARIZONA	YAVAPAI	109	16	5.066233295		
REGION__9	THOMPSON CREEK	ARIZONA	APACHE	141	61	40.64957277		
REGION__9	BUBBLING SPRING CANYON	ARIZONA	NAVAJO	771	170	16.35468977		
REGION__9	EAGLE CREEK	ARIZONA	GRAHAM	113	80	70.34693836		
REGION__9	BRIGHT ANGEL CREEK	ARIZONA	COCONINO	74	6	57.53491657		
REGION__9	LANPHIER CANYON	ARIZONA	GREENLEE	210	40	48.20676243		
REGION__9	NORTH FORK BLACK RIVER	ARIZONA	APACHE	409	46	52.74429894		
REGION__9	HAIGLER CREEK	ARIZONA	GILA	119	8	46.78964586		
REGION__9	SYCAMORE CREEK	ARIZONA	YAVAPAI	115	38	30.64926625		
REGION__9	SAN FRANCISCO RIVER	ARIZONA	APACHE	1706	123	13.01776583		
REGION__9	TONTO CREEK	ARIZONA	GILA	250	13	0.003330669		
REGION__9	PARIA RIVER	ARIZONA	COCONINO	1523	221	27.40078838		
REGION__9	CHERRY CREEK	ARIZONA	GILA	190	30	14.72176349		
REGION__9	CLOVER CREEK	ARIZONA	COCONINO	81	49	49.23294222		
REGION__9	WHEATFIELDS CREEK	ARIZONA	APACHE	404	51	13.97130803		
REGION__9	FISH CREEK	ARIZONA	GREENLEE	119	43	43.46009677		
REGION__9	CHERRY CREEK	ARIZONA	GILA	98	12	14.844244		
REGION__9	LITTLE COLORADO RIVER	ARIZONA	APACHE	455	113	15.01307913		
REGION__9	AGUA BLANCA CREEK	CALIFORNIA	VENTURA	91	13	46.88071454		
REGION__9	ILLILOUETTE CREEK	CALIFORNIA	MARIPOSA	63	1	68.5799133		
REGION__9	STUART FORK	CALIFORNIA	TRINITY	94	2	71.38596403		
REGION__9	SF PIT RIVER	CALIFORNIA	MODOC	248	45	49.59683329		
REGION__9	BEAR CREEK	CALIFORNIA	FRESNO	71	3	60.76053984		
REGION__9	NORTH FORK ELDER CREEK	CALIFORNIA	TEHAMA	579	2	77.06624014		
REGION__9	MIDDLE FORK YUBA RIVER	CALIFORNIA	SIERRA	59	2	57.9140773		
REGION__9	JAMISON CREEK	CALIFORNIA	PLUMAS	101	4	72.30861791		
REGION__9	LITTLE DYE CREEK	CALIFORNIA	TEHAMA	203	23	64.95779479		
REGION__9	PIRU CREEK	CALIFORNIA	LOS ANGELES	468	34	31.43509585		
REGION__9	PIRU CREEK	CALIFORNIA	VENTURA	188	19	22.93790624		
REGION__9	MATILIJA CREEK	CALIFORNIA	VENTURA	63	4	53.03586582		
REGION__9	STONE CREEK	CALIFORNIA	RIVERSIDE	304	66	27.84140365		
REGION__9	PIRU CREEK	CALIFORNIA	VENTURA	289	17	21.27422731		
REGION__9	EL JARO CREEK	CALIFORNIA	SANTA BARBARA	253	137	58.68713268		
REGION__9	COLD CREEK	CALIFORNIA	SAN BERNARDINO	228	59	37.5627481		
REGION__9	ARROYO SECO	CALIFORNIA	LOS ANGELES	286	86	42.4635757		
REGION__9	UNKNOWN	CALIFORNIA	LOS ANGELES	280	51	17.94891908		
REGION__9	SESPE CREEK	CALIFORNIA	VENTURA	110	4	25.40867425		
REGION__9	WEST FORK ALDER CREEK	CALIFORNIA	LOS ANGELES	104	32	33.27763875		
REGION__9	SQUIRREL GULCH	CALIFORNIA	TRINITY	65	24	75.86383187		
REGION__9	PROSPECT CREEK	CALIFORNIA	TRINITY	135	8	19.46519426		
REGION__9	UNNAMED CREEK	CALIFORNIA	SISKIYOU	70	14	62.98177926		
REGION__9	GRASSY FLAT CREEK	CALIFORNIA	TRINITY	509	27	49.32376051		
REGION__9	NORTH FORK NAVARRO RIVER	CALIFORNIA	MENDOCINO	94	28	23.14023332		
REGION__9	EDDY CREEK	CALIFORNIA	SISKIYOU	91	2	45.0862958		
REGION__9	BIG CREEK	CALIFORNIA	TRINITY	174	21	82.36784488		
REGION__9	MCNEL CREEK	CALIFORNIA	SISKIYOU	50	11	59.48758876		
REGION__9	PRICE CREEK	CALIFORNIA	HUMBOLDT	244	10	23.29574348		
REGION__9	DUCK LAKE CREEK	CALIFORNIA	SISKIYOU	100	4	75.25395034		
REGION__9	REDWOOD CREEK	CALIFORNIA	HUMBOLDT	74	2	53.90226468		
REGION__9	HOLLOW TREE CREEK	CALIFORNIA	MENDOCINO	106	11	61.12708188		
REGION__9	INDIAN CREEK EAST FORK	CALIFORNIA	SISKIYOU	98	7	74.90436681		
REGION__9	"AUSTIN CREEK, EAST"	CALIFORNIA	SONOMA	140	10	44.86342698		
REGION__9	LAWRENCE CREEK	CALIFORNIA	HUMBOLDT	101	12	45.24108321		
REGION__9	HAYSHED GULCH	CALIFORNIA	MENDOCINO	141	7	21.20560548		
REGION__9	DRY CREEK	CALIFORNIA	SACRAMENTO	5113	1536	29.24637872		
REGION__9	NORTH FORK BACKBONE CREEK	CALIFORNIA	SHASTA	70	30	68.73616097		
